      Skeleton      	     bodyID      	 Motion 	  Rate  
S011C001P002R002A043	72057594037951103	0.238737	0.711538
S011C001P016R001A059	72057594037949250	0.055518	0.731707
S011C001P018R001A024	72057594037934969	0.065117	1.000000
S011C001P018R001A025	72057594037934969	0.065320	1.000000
S011C001P018R001A026	72057594037934969	0.066075	1.000000
S011C001P018R001A027	72057594037934969	0.064648	1.000000
S011C001P018R001A028	72057594037934969	0.059142	1.000000
S011C001P018R001A029	72057594037934969	0.064006	1.000000
S011C001P018R001A030	72057594037934969	0.059466	1.000000
S011C001P018R001A031	72057594037934969	0.065810	1.000000
S011C001P018R001A032	72057594037934969	0.059026	1.000000
S011C001P018R001A033	72057594037934969	0.064091	1.000000
S011C001P018R001A034	72057594037934969	0.065550	1.000000
S011C001P018R001A035	72057594037934969	0.060931	1.000000
S011C001P018R001A036	72057594037934969	0.059912	1.000000
S011C001P018R001A037	72057594037934969	0.067809	1.000000
S011C001P018R001A038	72057594037934969	0.063891	1.000000
S011C001P018R001A039	72057594037934969	0.058112	1.000000
S011C001P018R001A040	72057594037934969	0.064021	1.000000
S011C001P018R001A041	72057594037934969	0.059778	1.000000
S011C001P018R001A042	72057594037934969	0.059455	1.000000
S011C001P018R001A043	72057594037934969	0.057387	1.000000
S011C001P018R001A044	72057594037934969	0.055856	1.000000
S011C001P018R001A045	72057594037934969	0.058677	1.000000
S011C001P018R001A046	72057594037934969	0.058360	1.000000
S011C001P018R001A047	72057594037934969	0.067856	1.000000
S011C001P018R001A048	72057594037934969	0.059776	1.000000
S011C001P018R001A049	72057594037934969	0.060746	1.000000
S011C001P027R001A005	72057594037931499	0.040322	0.804124
S011C001P027R001A009	72057594037931499	0.042697	0.767123
S011C001P027R001A018	72057594037931499	0.038055	0.922330
S011C001P027R001A021	72057594037931499	0.036411	0.916667
S011C001P027R001A024	72057594037931499	0.040270	0.938462
S011C001P027R001A031	72057594037931499	0.038578	0.824561
S011C001P027R001A032	72057594037931499	0.037212	0.860656
S011C001P027R001A034	72057594037931499	0.036184	0.888889
S011C001P027R001A035	72057594037931499	0.041146	0.811594
S011C001P027R001A041	72057594037931499	0.043439	0.963636
S011C001P027R001A046	72057594037931499	0.039408	0.902439
S011C001P027R001A047	72057594037931499	0.041920	0.701923
S011C002P018R001A024	72057594037933650	0.048618	0.758621
S011C002P018R001A027	72057594037933650	0.051175	0.903226
S011C002P018R001A028	72057594037933650	0.051379	0.883495
S011C002P018R001A033	72057594037933650	0.045967	0.954023
S011C002P018R001A035	72057594037933650	0.049820	0.887500
S011C002P018R001A036	72057594037933650	0.052681	0.885246
S011C002P018R001A037	72057594037933650	0.046985	0.808824
S011C002P018R001A038	72057594037933650	0.053856	0.846154
S011C002P018R001A039	72057594037933650	0.056534	0.810345
S011C002P018R001A041	72057594037933650	0.055083	0.785714
S011C002P018R001A042	72057594037933650	0.060158	0.762376
S011C002P018R001A043	72057594037933650	0.057295	0.781818
S011C002P018R001A045	72057594037933650	0.048123	0.863636
S011C002P018R001A046	72057594037933650	0.048045	0.842105
S011C002P018R001A047	72057594037933650	0.044403	0.860759
S011C002P018R001A049	72057594037933650	0.050975	0.909091
S011C003P002R001A007	72057594037944223	1.322573	0.714286
S011C003P002R001A012	72057594037944259	2.544621	0.778571
S011C003P008R002A011	72057594037944977	0.072018	0.770701
S011C003P008R002A044	72057594037945242	0.054913	0.985507
S011C003P008R002A045	72057594037945242	0.047355	0.923913
S011C003P008R002A046	72057594037945242	0.054114	0.990654
S011C003P008R002A047	72057594037945242	0.056973	0.933333
S011C003P008R002A048	72057594037945242	0.056482	0.991597
S011C003P008R002A049	72057594037945242	0.047396	1.000000
S011C003P018R002A001	72057594037932860	0.546402	0.960000
S011C003P018R002A002	72057594037932860	1.515767	0.978261
S011C003P018R002A003	72057594037932860	0.485967	1.000000
S012C002P015R001A011	72057594037934248	0.091716	0.949580
S012C002P015R001A050	72057594037934355	0.096134	1.000000
S012C002P015R001A051	72057594037934355	0.092162	1.000000
S012C002P015R001A052	72057594037934355	0.092929	1.000000
S012C002P015R001A053	72057594037934355	0.091852	1.000000
S012C002P015R001A054	72057594037934355	0.096113	0.976744
S012C002P015R001A056	72057594037934355	0.096101	0.986667
S012C002P015R001A057	72057594037934355	0.094222	1.000000
S012C002P015R001A058	72057594037934355	0.095944	1.000000
S012C002P017R001A051	72057594037934007	0.056919	0.777778
S012C002P017R002A010	72057594037933878	0.087195	1.000000
S012C003P008R002A007	72057594037933719	0.080519	1.000000
S012C003P008R002A008	72057594037933719	0.083210	0.934783
S012C003P015R002A043	72057594037935403	0.056758	1.000000
S012C003P015R002A044	72057594037935403	0.046879	1.000000
S012C003P015R002A045	72057594037935403	0.045984	1.000000
S012C003P015R002A046	72057594037935403	0.045553	1.000000
S012C003P015R002A047	72057594037935403	0.047030	1.000000
S012C003P015R002A048	72057594037935403	0.046088	1.000000
S012C003P015R002A049	72057594037935403	0.048654	1.000000
S012C003P015R002A050	72057594037935403	0.044863	1.000000
S012C003P015R002A051	72057594037935403	0.045037	1.000000
S012C003P015R002A052	72057594037935403	0.049045	1.000000
S012C003P015R002A053	72057594037935403	0.049104	1.000000
S012C003P015R002A054	72057594037935403	0.048742	1.000000
S012C003P015R002A056	72057594037935403	0.045526	1.000000
S012C003P015R002A057	72057594037935403	0.044738	1.000000
S012C003P015R002A058	72057594037935403	0.048661	1.000000
S012C003P015R002A059	72057594037935403	0.055718	0.890909
S012C003P015R002A060	72057594037935403	0.051702	0.925926
S012C003P027R002A008	72057594037929181	0.076889	1.000000
S012C003P037R001A010	72057594037931945	0.058822	0.985075
S012C003P037R001A011	72057594037931945	0.050665	1.000000
S013C003P008R002A015	72057594037934302	0.100633	0.791045
S013C003P008R002A022	72057594037934302	0.115266	0.826531
S013C003P008R002A024	72057594037934302	0.100165	0.890909
S013C003P008R002A028	72057594037934302	0.099684	0.891089
S013C003P008R002A032	72057594037934302	0.102158	0.787234
S013C003P008R002A033	72057594037934302	0.105956	0.750000
S013C003P008R002A034	72057594037934302	0.109806	0.798246
S013C003P008R002A038	72057594037934302	0.107491	0.716418
S013C003P008R002A042	72057594037934302	0.099259	0.706522
S013C003P008R002A048	72057594037934302	0.095007	0.734513
S013C003P017R001A059	72057594037937315	0.061898	0.808219
S013C003P018R001A018	72057594037934315	0.058161	0.900000
S013C003P018R001A020	72057594037934315	0.059221	1.000000
S013C003P018R001A021	72057594037934315	0.074613	1.000000
S013C003P018R001A022	72057594037934315	0.076690	1.000000
S013C003P018R001A023	72057594037934315	0.077848	1.000000
S013C003P018R001A024	72057594037934315	0.078793	1.000000
S013C003P018R001A025	72057594037934315	0.076389	1.000000
S013C003P018R001A026	72057594037934315	0.077206	1.000000
S013C003P018R001A027	72057594037934315	0.077875	1.000000
S013C003P018R001A028	72057594037934315	0.078331	1.000000
S013C003P018R001A029	72057594037934315	0.077557	1.000000
S013C003P018R001A030	72057594037934315	0.071039	1.000000
S013C003P018R001A031	72057594037934315	0.077319	1.000000
S013C003P018R001A032	72057594037934315	0.074615	1.000000
S013C003P018R001A033	72057594037934315	0.084624	1.000000
S013C003P018R001A034	72057594037934315	0.083939	1.000000
S013C003P018R001A035	72057594037934315	0.083582	1.000000
S013C003P018R001A036	72057594037934315	0.082183	1.000000
S013C003P018R001A037	72057594037934315	0.088838	1.000000
S013C003P018R001A038	72057594037934315	0.079110	1.000000
S013C003P018R001A039	72057594037934315	0.082650	1.000000
S013C003P018R001A040	72057594037934315	0.083707	1.000000
S013C003P018R001A041	72057594037934315	0.085006	1.000000
S013C003P018R001A042	72057594037934315	0.086615	1.000000
S013C003P018R001A043	72057594037934315	0.079825	1.000000
S013C003P018R001A044	72057594037934315	0.083106	1.000000
S013C003P018R001A045	72057594037934315	0.083722	1.000000
S013C003P018R001A046	72057594037934315	0.082841	1.000000
S013C003P018R001A047	72057594037934315	0.074394	1.000000
S013C003P018R001A048	72057594037934315	0.088931	1.000000
S013C003P018R001A049	72057594037934315	0.085296	1.000000
S013C003P018R002A030	72057594037934386	0.149104	1.000000
S013C003P018R002A031	72057594037934386	0.133586	1.000000
S013C003P018R002A032	72057594037934386	0.125323	1.000000
S013C003P018R002A033	72057594037934386	0.125645	1.000000
S013C003P018R002A034	72057594037934386	0.116152	1.000000
S013C003P018R002A035	72057594037934386	0.128391	1.000000
S013C003P018R002A036	72057594037934386	0.125715	1.000000
S013C003P018R002A037	72057594037934386	0.123163	1.000000
S013C003P018R002A038	72057594037934386	0.120746	1.000000
S013C003P018R002A039	72057594037934386	0.133825	1.000000
S013C003P018R002A040	72057594037934386	0.122628	1.000000
S013C003P018R002A041	72057594037934386	0.118287	1.000000
S013C003P018R002A042	72057594037934386	0.125483	1.000000
S013C003P018R002A043	72057594037934386	0.121191	1.000000
S013C003P018R002A044	72057594037934386	0.118857	1.000000
S013C003P018R002A045	72057594037934386	0.130230	1.000000
S013C003P018R002A046	72057594037934386	0.126785	1.000000
S013C003P018R002A047	72057594037934386	0.138809	1.000000
S013C003P018R002A048	72057594037934386	0.132729	1.000000
S013C003P018R002A049	72057594037934386	0.116175	1.000000
S014C002P008R001A002	72057594037930606	0.075924	0.985294
S014C002P015R001A001	72057594037932114	0.111485	0.952381
S014C003P025R001A016	72057594037928923	0.103136	1.000000
S014C003P025R001A017	72057594037928923	0.097257	1.000000
S014C003P025R001A018	72057594037928923	0.108316	1.000000
S014C003P025R001A019	72057594037928923	0.116674	1.000000
S014C003P025R001A020	72057594037928923	0.068893	1.000000
S014C003P025R001A021	72057594037928923	0.063796	1.000000
S014C003P025R001A022	72057594037928923	0.082048	1.000000
S014C003P025R001A023	72057594037928923	0.088876	1.000000
S014C003P025R001A024	72057594037928923	0.087433	1.000000
S014C003P025R001A025	72057594037928923	0.083470	1.000000
S014C003P025R001A026	72057594037928923	0.082116	1.000000
S014C003P025R001A027	72057594037928923	0.098201	1.000000
S014C003P025R001A028	72057594037928923	0.102018	1.000000
S014C003P025R001A029	72057594037928923	0.101517	1.000000
S014C003P025R001A030	72057594037928923	0.106525	1.000000
S014C003P025R001A031	72057594037928923	0.092062	1.000000
S014C003P025R001A032	72057594037928923	0.110778	1.000000
S014C003P025R001A033	72057594037928923	0.100799	1.000000
S014C003P025R001A034	72057594037928923	0.100397	1.000000
S014C003P025R001A035	72057594037928923	0.094904	1.000000
S014C003P025R001A036	72057594037928923	0.105927	1.000000
S014C003P025R001A037	72057594037928923	0.110271	1.000000
S014C003P025R001A038	72057594037928923	0.106725	1.000000
S014C003P025R001A039	72057594037928923	0.111345	1.000000
S014C003P025R001A040	72057594037928923	0.095101	1.000000
S014C003P025R001A041	72057594037928923	0.085211	1.000000
S014C003P025R001A042	72057594037928923	0.093051	1.000000
S014C003P025R001A043	72057594037928923	0.096128	1.000000
S014C003P025R001A044	72057594037928923	0.089923	1.000000
S014C003P025R001A045	72057594037928923	0.087360	1.000000
S014C003P025R001A046	72057594037928923	0.086312	1.000000
S014C003P025R001A047	72057594037928923	0.085420	1.000000
S014C003P025R001A049	72057594037928923	0.076879	1.000000
S014C003P025R001A050	72057594037928923	0.088997	1.000000
S014C003P025R001A051	72057594037928923	0.095448	1.000000
S014C003P025R001A052	72057594037928923	0.097885	1.000000
S014C003P025R001A053	72057594037928923	0.105345	1.000000
S014C003P025R001A054	72057594037928923	0.105137	1.000000
S014C003P025R001A055	72057594037928923	0.107903	1.000000
S014C003P025R001A056	72057594037928923	0.087397	1.000000
S014C003P025R001A057	72057594037928923	0.039195	1.000000
S014C003P025R001A058	72057594037928923	0.095793	1.000000
S014C003P025R001A059	72057594037928923	0.067854	1.000000
S014C003P025R001A060	72057594037928923	0.098095	1.000000
S014C003P025R002A001	72057594037928923	0.103836	1.000000
S014C003P025R002A002	72057594037928923	0.101800	1.000000
S014C003P025R002A003	72057594037928923	0.118924	1.000000
S014C003P025R002A004	72057594037928923	0.118539	1.000000
S014C003P025R002A005	72057594037928923	0.099482	1.000000
S014C003P025R002A006	72057594037928923	0.092753	1.000000
S014C003P025R002A007	72057594037928923	0.107094	1.000000
S014C003P025R002A008	72057594037928923	0.101352	1.000000
S014C003P025R002A009	72057594037928923	0.107067	1.000000
S014C003P025R002A010	72057594037928923	0.094306	1.000000
S014C003P027R002A008	72057594037933003	0.075879	0.948276
S015C001P015R002A043	72057594037931729	0.126455	0.913793
S015C001P015R002A044	72057594037931729	0.101766	0.987654
S015C001P015R002A045	72057594037931729	0.097898	1.000000
S015C001P015R002A046	72057594037931729	0.097571	1.000000
S015C001P015R002A047	72057594037931729	0.092153	1.000000
S015C001P015R002A048	72057594037931729	0.084749	0.911392
S015C001P015R002A049	72057594037931729	0.085894	0.983333
S015C001P025R002A050	72057594037929455	0.165997	0.901639
S015C001P025R002A059	72057594037929689	0.110948	1.000000
S015C001P025R002A060	72057594037929689	0.110090	1.000000
S015C003P016R002A008	72057594037932964	0.121493	0.769231
S015C003P017R002A059	72057594037932774	0.078483	1.000000
S015C003P017R002A060	72057594037932774	0.078588	1.000000
S015C003P019R001A001	72057594037930301	0.115758	1.000000
S015C003P019R001A002	72057594037930301	0.121122	1.000000
S015C003P019R001A003	72057594037930301	0.131291	0.992248
S015C003P019R001A004	72057594037930301	0.120077	1.000000
S015C003P019R001A005	72057594037930301	0.119428	1.000000
S015C003P019R001A006	72057594037930301	0.116377	1.000000
S015C003P019R001A007	72057594037930301	0.112780	1.000000
S015C003P019R001A008	72057594037930301	0.122435	1.000000
S015C003P019R001A009	72057594037930301	0.111750	1.000000
S015C003P019R001A010	72057594037930301	0.110798	1.000000
S015C003P025R001A050	72057594037930301	0.122420	1.000000
S015C003P025R001A051	72057594037930301	0.120756	1.000000
S015C003P025R001A052	72057594037930301	0.110472	1.000000
S015C003P025R001A053	72057594037930301	0.111096	1.000000
S015C003P025R001A054	72057594037930301	0.133338	1.000000
S015C003P025R001A055	72057594037930301	0.137743	1.000000
S015C003P025R001A056	72057594037930301	0.129753	1.000000
S015C003P025R001A057	72057594037930301	0.130474	0.978022
S015C003P025R001A058	72057594037930301	0.117609	1.000000
S015C003P025R001A059	72057594037930301	0.117113	0.989247
S015C003P025R001A060	72057594037930301	0.117228	1.000000
S015C003P025R002A001	72057594037930301	0.119952	1.000000
S015C003P025R002A002	72057594037930301	0.118059	1.000000
S015C003P025R002A003	72057594037930301	0.124034	1.000000
S015C003P025R002A004	72057594037930301	0.132755	1.000000
S015C003P025R002A005	72057594037930301	0.115676	1.000000
S015C003P025R002A006	72057594037930301	0.124526	1.000000
S015C003P025R002A007	72057594037930301	0.124440	1.000000
S015C003P025R002A008	72057594037930301	0.113591	1.000000
S015C003P025R002A009	72057594037930301	0.126940	0.986486
S015C003P025R002A010	72057594037930301	0.111834	1.000000
S015C003P025R002A011	72057594037930301	0.114193	1.000000
S015C003P025R002A013	72057594037930301	0.112650	1.000000
S015C003P025R002A014	72057594037930301	0.115592	1.000000
S015C003P025R002A015	72057594037930301	0.115777	1.000000
S015C003P025R002A016	72057594037930301	0.133746	1.000000
S015C003P025R002A018	72057594037930301	0.115896	1.000000
S015C003P025R002A019	72057594037930301	0.119063	1.000000
S015C003P025R002A022	72057594037930301	0.115093	1.000000
S015C003P025R002A023	72057594037930301	0.122831	1.000000
S015C003P025R002A024	72057594037930301	0.122376	1.000000
S015C003P025R002A025	72057594037930301	0.129539	1.000000
S015C003P025R002A026	72057594037930301	0.126311	1.000000
S015C003P025R002A027	72057594037930301	0.127228	1.000000
S015C003P025R002A028	72057594037930301	0.117516	1.000000
S015C003P025R002A029	72057594037930301	0.115111	1.000000
S015C003P025R002A031	72057594037930301	0.113888	1.000000
S015C003P025R002A032	72057594037930301	0.112772	1.000000
S015C003P025R002A035	72057594037930301	0.116919	1.000000
S015C003P025R002A038	72057594037930301	0.117898	1.000000
S015C003P025R002A039	72057594037930301	0.111433	1.000000
S015C003P025R002A040	72057594037930301	0.118204	1.000000
S015C003P025R002A041	72057594037930301	0.104366	1.000000
S015C003P025R002A042	72057594037930301	0.106805	1.000000
S015C003P025R002A043	72057594037930301	0.113022	1.000000
S015C003P025R002A045	72057594037930301	0.103783	1.000000
S015C003P025R002A046	72057594037930301	0.150938	1.000000
S015C003P025R002A047	72057594037930301	0.130475	1.000000
S015C003P025R002A048	72057594037930301	0.116084	0.990654
S015C003P025R002A049	72057594037930301	0.114783	1.000000
S015C003P025R002A050	72057594037930301	0.120640	1.000000
S015C003P025R002A051	72057594037930301	0.112921	1.000000
S015C003P025R002A052	72057594037930301	0.124619	1.000000
S015C003P025R002A053	72057594037930301	0.113478	1.000000
S015C003P025R002A054	72057594037930301	0.106121	1.000000
S015C003P025R002A055	72057594037930301	0.110591	1.000000
S015C003P025R002A056	72057594037930301	0.114117	1.000000
S015C003P025R002A057	72057594037930301	0.144638	1.000000
S015C003P025R002A058	72057594037930301	0.119020	1.000000
S015C003P025R002A059	72057594037930301	0.106284	1.000000
S015C003P025R002A060	72057594037930301	0.120406	1.000000
S016C001P007R001A010	72057594037933896	0.049026	0.976744
S016C001P007R001A011	72057594037933896	0.057319	0.904762
S016C001P007R001A012	72057594037933896	0.046697	1.000000
S016C001P007R001A013	72057594037933896	0.048866	0.988095
S016C001P007R001A014	72057594037933896	0.055819	1.000000
S016C001P007R001A015	72057594037933896	0.052512	1.000000
S016C001P007R001A016	72057594037933896	0.049463	1.000000
S016C001P007R001A017	72057594037933896	0.044618	1.000000
S016C001P007R001A018	72057594037933896	0.046594	1.000000
S016C001P007R001A019	72057594037933896	0.046560	1.000000
S016C001P007R001A020	72057594037933896	0.056073	1.000000
S016C001P007R001A021	72057594037933896	0.051883	1.000000
S016C001P007R001A022	72057594037933896	0.040103	1.000000
S016C001P007R001A023	72057594037933896	0.043720	1.000000
S016C001P007R001A024	72057594037933896	0.058669	1.000000
S016C001P007R001A025	72057594037933896	0.041455	1.000000
S016C001P007R001A026	72057594037933896	0.046338	1.000000
S016C001P007R001A027	72057594037933896	0.041611	1.000000
S016C001P007R001A028	72057594037933896	0.047050	1.000000
S016C001P007R001A029	72057594037933896	0.045946	1.000000
S016C001P007R001A030	72057594037933896	0.044692	1.000000
S016C001P007R001A031	72057594037933896	0.044412	1.000000
S016C001P007R001A032	72057594037933896	0.045748	0.884615
S016C001P007R001A033	72057594037933896	0.056026	1.000000
S016C001P007R001A034	72057594037933896	0.045240	1.000000
S016C001P007R001A035	72057594037933896	0.053471	1.000000
S016C001P007R001A036	72057594037933896	0.052600	1.000000
S016C001P007R001A037	72057594037933896	0.044005	1.000000
S016C001P007R001A038	72057594037933896	0.040459	1.000000
S016C001P007R001A039	72057594037933896	0.049036	1.000000
S016C001P007R001A040	72057594037933896	0.047160	1.000000
S016C001P007R001A041	72057594037933896	0.049732	1.000000
S016C001P007R001A042	72057594037933896	0.045009	1.000000
S016C001P007R001A043	72057594037933896	0.045637	1.000000
S016C001P007R001A044	72057594037933896	0.049191	1.000000
S016C001P007R001A045	72057594037933896	0.047434	1.000000
S016C001P007R001A046	72057594037933896	0.046064	1.000000
S016C001P007R001A047	72057594037933896	0.047729	1.000000
S016C001P007R001A048	72057594037933896	0.049301	1.000000
S016C001P007R001A049	72057594037933896	0.040491	1.000000
S016C001P007R002A001	72057594037933896	0.048656	1.000000
S016C001P007R002A002	72057594037933896	0.040230	1.000000
S016C001P007R002A003	72057594037933896	0.043270	1.000000
S016C001P007R002A004	72057594037933896	0.045033	1.000000
S016C001P007R002A005	72057594037933896	0.044193	1.000000
S016C001P007R002A006	72057594037933896	0.044271	1.000000
S016C001P007R002A007	72057594037933896	0.046349	1.000000
S016C001P008R002A011	72057594037934861	0.108758	1.000000
S016C001P008R002A012	72057594037934861	0.098931	0.974522
S016C001P008R002A013	72057594037934861	0.102535	0.993590
S016C001P008R002A034	72057594037934861	0.104659	0.969697
S016C001P008R002A035	72057594037934861	0.100168	0.700000
S016C001P025R001A051	72057594037932274	0.044899	1.000000
S016C001P025R001A052	72057594037932274	0.043733	1.000000
S016C001P025R001A053	72057594037932274	0.045644	1.000000
S016C001P025R001A054	72057594037932274	0.046396	1.000000
S016C001P025R001A055	72057594037932274	0.045873	0.984127
S016C001P025R001A056	72057594037932274	0.046279	1.000000
S016C001P025R001A057	72057594037932274	0.047841	1.000000
S016C001P025R001A058	72057594037932274	0.046035	1.000000
S016C003P007R002A010	72057594037932623	0.086779	0.862500
S016C003P007R002A011	72057594037932623	0.093022	1.000000
S016C003P007R002A012	72057594037932623	0.080587	0.993789
S016C003P007R002A013	72057594037932623	0.083086	1.000000
S016C003P007R002A014	72057594037932623	0.075593	0.980892
S016C003P007R002A015	72057594037932623	0.070452	0.892308
S016C003P007R002A016	72057594037932623	0.067722	0.924242
S016C003P007R002A017	72057594037932623	0.072074	0.967033
S016C003P007R002A018	72057594037932623	0.069625	0.942029
S016C003P007R002A019	72057594037932623	0.066287	0.882353
S016C003P007R002A020	72057594037932623	0.080775	1.000000
S016C003P007R002A021	72057594037932623	0.077038	1.000000
S016C003P007R002A022	72057594037932623	0.079431	1.000000
S016C003P007R002A023	72057594037932623	0.082329	1.000000
S016C003P007R002A024	72057594037932623	0.075179	1.000000
S016C003P007R002A025	72057594037932623	0.078649	1.000000
S016C003P007R002A026	72057594037932623	0.078428	0.980769
S016C003P007R002A027	72057594037932623	0.073663	0.983607
S016C003P007R002A028	72057594037932623	0.083099	1.000000
S016C003P007R002A029	72057594037932623	0.075170	0.991935
S016C003P007R002A030	72057594037932623	0.078092	1.000000
S016C003P007R002A031	72057594037932623	0.079043	1.000000
S016C003P007R002A032	72057594037932623	0.089085	1.000000
S016C003P007R002A033	72057594037932623	0.079171	1.000000
S016C003P007R002A034	72057594037932623	0.077103	0.962025
S016C003P007R002A035	72057594037932623	0.077309	1.000000
S016C003P007R002A036	72057594037932623	0.074399	1.000000
S016C003P007R002A037	72057594037932623	0.077394	1.000000
S016C003P007R002A038	72057594037932623	0.077915	1.000000
S016C003P007R002A039	72057594037932623	0.075700	1.000000
S016C003P007R002A040	72057594037932623	0.076771	1.000000
S016C003P007R002A041	72057594037932623	0.077407	0.988095
S016C003P007R002A042	72057594037932623	0.076713	1.000000
S016C003P007R002A043	72057594037932623	0.077273	1.000000
S016C003P007R002A044	72057594037932623	0.074543	1.000000
S016C003P007R002A045	72057594037932623	0.079478	1.000000
S016C003P007R002A046	72057594037932623	0.074721	1.000000
S016C003P007R002A047	72057594037932623	0.072971	0.991150
S016C003P007R002A048	72057594037932623	0.080517	1.000000
S016C003P007R002A049	72057594037932623	0.075760	1.000000
S016C003P008R001A001	72057594037932791	0.084406	1.000000
S016C003P008R001A001	72057594037932623	0.071075	1.000000
S016C003P008R001A002	72057594037932791	0.076418	1.000000
S016C003P008R001A002	72057594037932623	0.083162	1.000000
S016C003P008R001A003	72057594037932791	0.080225	1.000000
S016C003P008R001A003	72057594037932623	0.080104	1.000000
S016C003P008R001A004	72057594037932791	0.080228	1.000000
S016C003P008R001A004	72057594037932623	0.078356	1.000000
S016C003P008R001A005	72057594037932791	0.076375	1.000000
S016C003P008R001A005	72057594037932623	0.079786	1.000000
S016C003P008R001A006	72057594037932791	0.065690	1.000000
S016C003P008R001A006	72057594037932623	0.078570	1.000000
S016C003P008R001A007	72057594037932791	0.087288	1.000000
S016C003P008R001A007	72057594037932623	0.078185	1.000000
S016C003P008R001A008	72057594037932791	0.069658	0.842857
S016C003P008R001A009	72057594037932791	0.084190	1.000000
S016C003P008R001A010	72057594037932791	0.071289	0.910256
S016C003P008R001A013	72057594037932791	0.068151	0.936937
S016C003P008R001A014	72057594037932791	0.059241	0.993333
S016C003P008R001A015	72057594037932791	0.083460	1.000000
S016C003P008R001A016	72057594037932791	0.081769	1.000000
S016C003P008R001A017	72057594037932791	0.050762	1.000000
S016C003P008R001A018	72057594037932791	0.078773	1.000000
S016C003P008R001A019	72057594037932791	0.070559	1.000000
S016C003P008R001A020	72057594037932791	0.091545	1.000000
S016C003P008R001A021	72057594037932791	0.097833	1.000000
S016C003P008R001A022	72057594037932791	0.128104	1.000000
S016C003P008R001A023	72057594037932791	0.102940	1.000000
S016C003P008R001A024	72057594037932791	0.088046	0.982143
S016C003P008R001A025	72057594037932791	0.072254	1.000000
S016C003P008R001A026	72057594037932791	0.057304	1.000000
S016C003P008R001A027	72057594037932791	0.049347	1.000000
S016C003P008R001A028	72057594037932791	0.090793	1.000000
S016C003P008R001A029	72057594037932791	0.093521	1.000000
S016C003P008R001A030	72057594037932791	0.091248	1.000000
S016C003P008R001A031	72057594037932791	0.086521	1.000000
S016C003P008R001A032	72057594037932791	0.092500	1.000000
S016C003P008R001A033	72057594037932791	0.078044	1.000000
S016C003P008R001A034	72057594037932791	0.084164	1.000000
S016C003P008R001A035	72057594037932791	0.087391	1.000000
S016C003P008R001A036	72057594037932791	0.100626	1.000000
S016C003P008R001A037	72057594037932791	0.109498	1.000000
S016C003P008R001A038	72057594037932791	0.089736	1.000000
S016C003P008R001A039	72057594037932791	0.087909	1.000000
S016C003P008R001A040	72057594037932791	0.071499	1.000000
S016C003P008R001A041	72057594037932791	0.088137	1.000000
S016C003P008R001A042	72057594037932791	0.091579	1.000000
S016C003P008R001A043	72057594037932791	0.093629	1.000000
S016C003P008R001A044	72057594037932791	0.100167	1.000000
S016C003P008R001A045	72057594037932791	0.089716	1.000000
S016C003P008R001A046	72057594037932791	0.068597	0.990385
S016C003P008R001A047	72057594037932791	0.090329	1.000000
S016C003P008R001A048	72057594037932791	0.102498	1.000000
S016C003P008R001A049	72057594037932791	0.096568	1.000000
S016C003P008R002A001	72057594037932791	0.061082	1.000000
S016C003P008R002A005	72057594037932791	0.075501	1.000000
S016C003P008R002A007	72057594037932791	0.095878	1.000000
S016C003P008R002A008	72057594037932791	0.091808	0.974359
S016C003P008R002A010	72057594037932791	0.086926	1.000000
S016C003P008R002A011	72057594037932791	0.073790	1.000000
S016C003P008R002A012	72057594037932791	0.080406	1.000000
S016C003P008R002A013	72057594037932791	0.087214	1.000000
S016C003P008R002A014	72057594037932791	0.105039	1.000000
S016C003P008R002A015	72057594037932791	0.075749	1.000000
S016C003P008R002A016	72057594037932791	0.093398	1.000000
S016C003P008R002A016	72057594037933040	0.089154	1.000000
S016C003P008R002A017	72057594037932791	0.070240	1.000000
S016C003P008R002A017	72057594037933040	0.090695	1.000000
S016C003P008R002A018	72057594037932791	0.096759	1.000000
S016C003P008R002A019	72057594037932791	0.102961	1.000000
S016C003P008R002A020	72057594037932791	0.076139	1.000000
S016C003P008R002A021	72057594037932791	0.108232	1.000000
S016C003P008R002A022	72057594037932791	0.100573	1.000000
S016C003P008R002A023	72057594037932791	0.075391	1.000000
S016C003P008R002A024	72057594037932791	0.061562	1.000000
S016C003P008R002A025	72057594037932791	0.096397	1.000000
S016C003P008R002A026	72057594037932791	0.082689	1.000000
S016C003P008R002A027	72057594037932791	0.073799	1.000000
S016C003P008R002A028	72057594037932791	0.073382	1.000000
S016C003P008R002A029	72057594037932791	0.083209	1.000000
S016C003P008R002A030	72057594037932791	0.087465	1.000000
S016C003P008R002A031	72057594037932791	0.078474	1.000000
S016C003P008R002A032	72057594037932791	0.090520	1.000000
S016C003P008R002A033	72057594037932791	0.103993	1.000000
S016C003P008R002A034	72057594037932791	0.081459	1.000000
S016C003P008R002A035	72057594037932791	0.078124	1.000000
S016C003P008R002A036	72057594037932791	0.100246	1.000000
S016C003P008R002A037	72057594037932791	0.092121	1.000000
S016C003P008R002A038	72057594037932791	0.116116	1.000000
S016C003P008R002A039	72057594037932791	0.095597	1.000000
S016C003P008R002A040	72057594037932791	0.088578	1.000000
S016C003P008R002A041	72057594037932791	0.110195	1.000000
S016C003P008R002A042	72057594037932791	0.113230	1.000000
S016C003P008R002A043	72057594037932791	0.074565	1.000000
S016C003P008R002A044	72057594037932791	0.099885	1.000000
