      Skeleton      	num_frames	Actor1	Actor2
S012C001P027R002A060	    80    	  0   	  13  
S012C001P037R001A060	   120    	  0   	  54  
S012C001P037R002A060	   108    	  0   	  70  
S012C002P007R002A059	    67    	  0   	  7   
S012C002P007R002A060	    91    	  0   	  1   
S012C002P008R001A059	   114    	  0   	  31  
S012C002P008R002A059	    76    	  0   	  21  
S012C002P015R002A059	   110    	  0   	  35  
S012C002P015R002A060	    82    	  0   	  16  
S012C002P016R001A060	   106    	  0   	  15  
S012C002P019R001A060	   114    	  0   	  16  
S012C002P019R002A059	   107    	  0   	  57  
S012C002P019R002A060	    88    	  0   	  16  
S012C002P025R002A059	   107    	  0   	  24  
S012C002P028R002A059	    79    	  0   	  21  
S012C002P028R002A060	    83    	  0   	  23  
S012C002P037R001A059	   105    	  0   	  27  
S012C002P037R002A055	    65    	  0   	  32  
S012C002P037R002A059	   102    	  0   	  59  
S012C002P037R002A060	   107    	  0   	  54  
S012C003P007R001A059	    77    	  0   	  29  
S012C003P007R001A060	    87    	  0   	  35  
S012C003P007R002A057	    78    	  0   	  4   
S012C003P007R002A059	    92    	  0   	  52  
S012C003P007R002A060	   105    	  0   	  45  
S012C003P008R001A059	   113    	  0   	  74  
S012C003P008R002A059	    81    	  0   	  38  
S012C003P008R002A060	   100    	  0   	  33  
S012C003P015R001A060	    90    	  0   	  26  
S012C003P015R002A060	    82    	  0   	  24  
S012C003P016R001A060	   105    	  0   	  43  
S012C003P016R002A060	    89    	  0   	  22  
S012C003P017R001A059	    96    	  0   	  32  
S012C003P017R001A060	    87    	  0   	  48  
S012C003P018R001A016	   138    	  0   	  16  
S012C003P018R001A059	    99    	  0   	  47  
S012C003P018R001A060	    94    	  0   	  77  
S012C003P019R001A059	    88    	  0   	  31  
S012C003P019R001A060	   113    	  0   	  14  
S012C003P019R002A059	   107    	  0   	  61  
S012C003P019R002A060	    88    	  0   	  21  
S012C003P025R001A059	    98    	  0   	  53  
S012C003P025R001A060	    95    	  0   	  18  
S012C003P025R002A059	   130    	  0   	  65  
S012C003P025R002A060	   103    	  0   	  17  
S012C003P028R001A060	    82    	  0   	  13  
S012C003P037R002A059	   102    	  0   	  68  
S012C003P037R002A060	   108    	  0   	  61  
S013C001P007R001A060	   113    	  0   	  5   
S013C001P007R002A060	    94    	  0   	  54  
S013C001P008R001A059	    90    	  0   	  70  
S013C001P008R001A060	    79    	  0   	  22  
S013C001P015R001A060	    85    	  0   	  9   
S013C001P016R002A060	   102    	  0   	  14  
S013C001P018R002A001	   129    	  0   	 129  
S013C001P019R001A059	    83    	  0   	  63  
S013C001P019R001A060	    94    	  0   	  70  
S013C001P025R001A059	   106    	  0   	  52  
S013C001P025R001A060	    94    	  0   	  1   
S013C001P025R002A060	    96    	  0   	  60  
S013C001P027R001A059	    89    	  0   	  33  
S013C001P027R001A060	    82    	  0   	  5   
S013C001P027R002A060	    81    	  0   	  10  
S013C001P028R001A060	    89    	  0   	  10  
S013C001P037R001A060	   100    	  0   	  17  
S013C001P037R002A060	    93    	  0   	  21  
S013C002P007R001A060	   113    	  0   	  42  
S013C002P007R002A059	    91    	  0   	  70  
S013C002P007R002A060	    94    	  0   	  13  
S013C002P008R002A059	    91    	  0   	  69  
S013C002P008R002A060	    96    	  15  	  45  
S013C002P016R002A060	   102    	  0   	  39  
S013C002P018R001A060	    91    	  0   	  13  
S013C002P019R001A059	    84    	  0   	  30  
S013C002P019R001A060	    94    	  0   	  56  
S013C002P019R002A059	    92    	  0   	  71  
S013C002P019R002A060	   108    	  0   	  10  
S013C002P025R001A060	    94    	  0   	  38  
S013C002P025R002A059	   105    	  14  	  64  
S013C002P025R002A060	    90    	  0   	  44  
S013C002P027R002A060	    81    	  0   	  9   
S013C002P037R001A060	    99    	  0   	  61  
S013C002P037R002A059	    90    	  0   	  72  
S013C002P037R002A060	    93    	  12  	  53  
S013C003P007R001A059	    95    	  0   	  31  
S013C003P007R001A060	   114    	  0   	  5   
S013C003P007R002A059	    91    	  0   	  74  
S013C003P007R002A060	    94    	  0   	  11  
S013C003P008R001A059	    45    	  0   	  21  
S013C003P008R001A060	    68    	  0   	  33  
S013C003P016R002A060	   102    	  0   	  22  
S013C003P019R001A059	    84    	  0   	  58  
S013C003P019R001A060	    94    	  0   	  13  
S013C003P019R002A059	    93    	  0   	  77  
S013C003P025R001A059	    64    	  3   	  10  
S013C003P025R001A060	    94    	  0   	  64  
S013C003P025R002A059	    72    	  0   	  32  
S013C003P025R002A060	    85    	  0   	  42  
S013C003P027R001A059	    91    	  0   	  40  
S013C003P028R001A059	    91    	  0   	  70  
S013C003P037R001A059	   100    	  0   	  78  
S013C003P037R001A060	   100    	  9   	  65  
S013C003P037R002A059	    91    	  0   	  54  
S013C003P037R002A060	    93    	  0   	  13  
S014C001P007R001A060	   104    	  0   	 104  
S014C001P008R002A059	   106    	  0   	  81  
S014C001P015R001A059	   103    	  0   	  29  
S014C001P019R001A059	    90    	  0   	  66  
S014C001P019R001A060	   103    	  0   	  16  
S014C001P019R002A060	   109    	  0   	  23  
S014C001P025R001A059	    94    	  0   	  55  
S014C001P025R001A060	    97    	  0   	  1   
S014C001P025R002A060	    89    	  0   	  89  
S014C001P027R001A059	   119    	  0   	  72  
S014C001P027R001A060	    90    	  0   	  20  
S014C001P027R002A060	    96    	  0   	  22  
S014C001P037R001A059	    75    	  0   	  52  
S014C001P037R001A060	    85    	  0   	  7   
S014C002P007R002A059	    58    	  10  	  37  
S014C002P007R002A060	    95    	  0   	  18  
S014C002P008R001A052	    65    	  0   	  10  
S014C002P008R001A059	   117    	  0   	  63  
S014C002P008R002A060	   100    	  0   	  44  
S014C002P015R001A059	   103    	  0   	  39  
S014C002P015R002A060	    82    	  0   	  12  
S014C002P017R001A060	    84    	  0   	  24  
S014C002P017R002A059	    90    	  0   	  29  
S014C002P017R002A060	   105    	  0   	  13  
S014C002P019R001A059	    88    	  0   	  30  
S014C002P019R002A059	    59    	  0   	  23  
S014C002P019R002A060	   109    	  0   	  5   
S014C002P027R001A060	    91    	  0   	  12  
S014C002P027R002A059	    70    	  0   	  19  
S014C002P027R002A060	    64    	  3   	  51  
S014C002P037R001A059	    75    	  0   	  27  
S014C002P037R001A060	    86    	  0   	  20  
S014C002P037R002A059	    57    	  0   	  17  
S014C002P037R002A060	    92    	  0   	  47  
S014C002P039R001A059	   128    	  0   	  36  
S014C002P039R002A059	   133    	  0   	  76  
S014C003P007R001A060	   105    	  0   	  70  
S014C003P007R002A060	    96    	  0   	  72  
S014C003P008R001A059	   118    	  0   	  93  
S014C003P008R001A060	   101    	  0   	  15  
S014C003P008R002A059	    73    	  0   	  21  
S014C003P015R002A060	    83    	  0   	  38  
S014C003P019R001A059	    90    	  0   	  72  
S014C003P019R001A060	   103    	  0   	  14  
S014C003P019R002A059	   104    	  0   	  63  
S014C003P019R002A060	   109    	  0   	  2   
S014C003P025R001A059	    93    	  0   	  64  
S014C003P025R001A060	    98    	  0   	  55  
S014C003P025R002A059	    42    	  0   	  15  
S014C003P027R001A059	   119    	  0   	  72  
S014C003P027R001A060	    91    	  0   	  20  
S014C003P027R002A059	   124    	  0   	  68  
S014C003P027R002A060	    97    	  0   	  7   
S014C003P037R001A060	    85    	  11  	  62  
S014C003P037R002A059	    67    	  0   	  36  
S014C003P037R002A060	    91    	  0   	  8   
S014C003P039R001A059	   128    	  0   	 100  
S015C001P007R001A059	    57    	  0   	  16  
S015C001P007R001A060	    95    	  0   	  13  
S015C001P007R002A059	   128    	  0   	 105  
S015C001P008R001A060	    95    	  5   	  41  
S015C001P008R002A059	    73    	  0   	  53  
S015C001P008R002A060	    88    	  0   	  55  
S015C001P015R001A055	   105    	  0   	  69  
S015C001P015R001A057	    93    	  0   	  75  
S015C001P015R001A059	   104    	  0   	  53  
S015C001P015R002A059	    98    	  0   	  53  
S015C001P016R001A060	   100    	  5   	  29  
S015C001P016R002A059	    80    	  0   	  43  
S015C001P016R002A060	    53    	  3   	  14  
S015C001P017R001A060	   103    	  0   	  40  
S015C001P017R002A059	    87    	  0   	  50  
S015C001P017R002A060	    85    	  0   	  12  
S015C001P019R001A059	    89    	  0   	  72  
S015C001P019R002A060	   108    	  0   	  16  
S015C001P025R001A059	    93    	  0   	  40  
S015C001P025R002A059	   111    	  1   	  71  
S015C001P025R002A060	   100    	  0   	  55  
S015C001P037R001A059	   110    	  9   	  74  
S015C001P037R001A060	   105    	  23  	  59  
S015C001P037R002A059	   106    	  0   	  90  
S015C002P008R001A059	    94    	  0   	  60  
S015C002P008R001A060	   103    	  0   	  19  
S015C002P008R002A059	    52    	  0   	  7   
S015C002P015R002A055	    72    	  0   	  25  
S015C002P015R002A059	    67    	  0   	  29  
S015C002P016R001A059	    76    	  0   	  39  
S015C002P016R001A060	   100    	  0   	  24  
S015C002P016R002A060	    75    	  0   	  38  
S015C002P017R001A059	    80    	  0   	  33  
S015C002P017R001A060	   111    	  0   	  20  
S015C002P017R002A059	    87    	  0   	  38  
S015C002P019R002A059	   103    	  0   	  72  
S015C002P025R002A055	    61    	  0   	  23  
S015C002P025R002A059	    73    	  0   	  45  
S015C002P037R001A060	    98    	  0   	  98  
S015C002P037R002A059	   106    	  0   	  66  
S015C003P007R001A059	    78    	  0   	  42  
S015C003P007R001A060	    96    	  0   	  1   
S015C003P007R002A059	   127    	  0   	  81  
S015C003P008R001A059	    94    	  0   	  41  
S015C003P008R001A060	   103    	  13  	  79  
S015C003P008R002A060	    88    	  0   	  1   
S015C003P015R001A059	   104    	  0   	  61  
S015C003P015R002A060	    92    	  0   	  30  
S015C003P016R001A059	    76    	  39  	  44  
S015C003P016R001A060	   100    	  0   	  21  
S015C003P016R002A059	    80    	  0   	  58  
S015C003P016R002A060	    75    	  0   	  32  
S015C003P017R001A060	   111    	  0   	  14  
S015C003P017R002A059	    88    	  0   	  72  
S015C003P017R002A060	    85    	  0   	  31  
S015C003P019R001A060	   109    	  0   	  34  
S015C003P019R002A060	   108    	  0   	  33  
S015C003P025R001A059	    93    	  33  	  46  
S015C003P025R002A060	   101    	  0   	  61  
S015C003P037R001A060	   105    	  0   	  35  
S015C003P037R002A060	    92    	  0   	  29  
S016C001P007R001A008	    77    	  0   	  38  
S016C001P007R001A059	   105    	  0   	  72  
S016C001P007R002A060	   105    	  0   	  21  
S016C001P008R001A055	    66    	  0   	  15  
S016C001P008R002A042	   119    	  0   	  90  
S016C001P008R002A059	    71    	  0   	  31  
S016C001P008R002A060	   103    	  0   	  8   
S016C001P019R001A060	   111    	  0   	  53  
S016C001P019R002A011	    80    	  0   	  80  
S016C001P019R002A059	   110    	  0   	  89  
S016C001P019R002A060	   117    	  0   	  80  
S016C001P025R001A055	    63    	  0   	  28  
S016C001P025R001A059	    99    	  0   	  80  
S016C001P025R002A060	   101    	  0   	  15  
S016C001P039R001A059	   107    	  0   	  65  
S016C001P039R002A059	   100    	  0   	  68  
S016C001P039R002A060	    92    	  0   	  30  
S016C001P040R001A059	   111    	  0   	  78  
S016C001P040R001A060	    98    	  0   	  19  
S016C001P040R002A059	   116    	  0   	  67  
S016C001P040R002A060	   121    	  0   	  27  
S016C002P007R001A059	   106    	  0   	  70  
S016C002P007R001A060	    98    	  0   	  6   
S016C002P007R002A059	    53    	  0   	  27  
S016C002P008R002A055	    65    	  0   	  25  
S016C002P008R002A059	    54    	  0   	  6   
S016C002P008R002A060	   102    	  0   	  21  
S016C002P019R001A059	   129    	  0   	  75  
S016C002P019R001A060	   113    	  0   	  14  
S016C002P019R002A059	   110    	  0   	  91  
S016C002P019R002A060	   117    	  0   	  17  
S016C002P021R001A059	   133    	  0   	 108  
S016C002P021R002A059	    44    	  0   	  5   
S016C002P021R002A060	    94    	  0   	  10  
S016C002P025R001A059	    98    	  0   	  69  
S016C002P025R001A060	   113    	  0   	  33  
S016C002P025R002A059	    65    	  0   	  13  
S016C002P025R002A060	   101    	  0   	  9   
S016C002P039R001A059	   106    	  0   	  61  
S016C002P039R002A057	    89    	  0   	  13  
S016C002P039R002A059	   100    	  0   	  51  
S016C002P039R002A060	    92    	  19  	  42  
S016C002P040R001A009	    53    	  0   	  53  
S016C002P040R001A059	   112    	  0   	  70  
S016C002P040R001A060	    97    	  0   	  19  
S016C002P040R002A055	    47    	  0   	  14  
S016C002P040R002A059	    83    	  0   	  46  
S016C003P007R001A005	    57    	  0   	  57  
S016C003P007R001A059	    47    	  0   	  5   
S016C003P007R001A060	    98    	  0   	  32  
S016C003P007R002A059	   110    	  0   	  50  
S016C003P008R001A059	   104    	  0   	  68  
S016C003P008R001A060	   106    	  0   	  35  
S016C003P008R002A059	   114    	  0   	  55  
S016C003P019R001A059	    66    	  0   	  6   
S016C003P019R001A060	   106    	  0   	  18  
S016C003P019R002A059	   110    	  0   	  65  
S016C003P021R001A055	    56    	  0   	  18  
S016C003P021R001A060	   106    	  0   	  50  
S016C003P021R002A059	   122    	  0   	  43  
S016C003P025R001A059	    98    	  0   	  59  
S016C003P039R001A059	   106    	  54  	  75  
S016C003P039R002A059	    99    	  0   	  45  
S016C003P040R001A059	   112    	  51  	  70  
S016C003P040R002A059	   116    	  0   	  59  
S016C003P040R002A060	   121    	  0   	  6   
S017C001P003R002A059	   114    	  0   	  96  
S017C001P003R002A060	   104    	  0   	  12  
S017C001P007R002A059	   112    	  0   	  91  
S017C001P007R002A060	    93    	  0   	  10  
S017C001P008R002A060	    86    	  0   	  13  
S017C001P009R001A059	    93    	  0   	  69  
S017C001P009R001A060	   116    	  0   	  16  
S017C001P009R002A060	    96    	  0   	  32  
S017C001P015R001A060	   124    	  0   	  4   
S017C001P015R002A059	   108    	  0   	  52  
S017C001P015R002A060	    91    	  0   	  8   
S017C001P016R001A059	   108    	  0   	  45  
S017C001P016R001A060	    99    	  0   	  18  
S017C001P016R002A059	    99    	  0   	  78  
S017C001P016R002A060	    83    	  0   	  19  
S017C001P017R002A059	   107    	  0   	  73  
S017C001P017R002A060	   106    	  0   	  34  
S017C001P020R001A059	   102    	  0   	  65  
S017C002P003R002A059	    66    	  0   	  41  
S017C002P003R002A060	   102    	  0   	  13  
S017C002P007R001A059	   112    	  0   	  93  
S017C002P007R001A060	   104    	  0   	  6   
S017C002P007R002A059	    42    	  0   	  9   
S017C002P008R001A059	   112    	  0   	  62  
S017C002P009R001A059	    93    	  0   	  58  
S017C002P009R002A060	    87    	  0   	  13  
S017C002P015R001A059	    95    	  0   	  46  
S017C002P015R002A059	    64    	  0   	  38  
S017C002P015R002A060	    89    	  0   	  9   
S017C002P016R002A059	    99    	  0   	  83  
S017C002P017R002A059	    76    	  0   	  39  
S017C002P017R002A060	    99    	  0   	  10  
S017C002P020R001A059	    39    	  0   	  13  
S017C003P003R001A059	    52    	  0   	  5   
S017C003P003R001A060	    96    	  0   	  9   
S017C003P003R002A059	   116    	  0   	  70  
S017C003P007R001A059	   112    	  0   	  67  
S017C003P007R001A060	   104    	  0   	  25  
S017C003P007R002A059	    82    	  17  	  24  
S017C003P008R001A055	    63    	  0   	  20  
S017C003P008R001A060	    84    	  0   	  24  
S017C003P008R002A059	    95    	  0   	  62  
S017C003P009R001A060	   104    	  0   	  26  
S017C003P009R002A059	    93    	  0   	  58  
S017C003P009R002A060	    97    	  0   	  16  
S017C003P015R001A059	    96    	  0   	  59  
S017C003P015R001A060	   124    	  0   	  78  
S017C003P016R001A059	   107    	  0   	  39  
S017C003P016R002A059	    99    	  0   	  51  
S017C003P017R001A059	   111    	  0   	  55  
S017C003P017R001A060	    96    	  0   	  12  
S017C003P017R002A060	   106    	  0   	  7   
S017C003P020R002A059	   111    	  0   	  79  
S018C001P008R001A116	   118    	  0   	  18  
S018C001P044R002A116	    66    	  0   	  39  
S018C001P044R002A118	    57    	  0   	  5   
S018C001P045R001A116	    79    	  0   	  19  
S018C001P045R001A119	    75    	  0   	  25  
S018C001P045R002A109	    60    	  0   	  43  
S018C002P008R001A119	   100    	  0   	  29  
S018C002P041R002A116	    94    	  18  	  41  
S018C002P041R002A119	    87    	  0   	  47  
S018C002P042R001A119	    99    	  10  	  35  
S018C002P043R001A114	    98    	  0   	  23  
S018C002P043R002A114	    71    	  0   	  1   
S018C002P044R001A119	    74    	  0   	  18  
S018C002P045R002A116	    77    	  0   	  25  
S018C003P008R002A116	    84    	  0   	  58  
S018C003P041R002A116	    94    	  0   	  28  
S018C003P042R001A116	    86    	  0   	  7   
S018C003P043R001A116	   112    	  0   	  13  
S018C003P043R002A116	    91    	  0   	  13  
S018C003P045R001A116	    75    	  0   	  14  
S018C003P045R002A116	    80    	  0   	  6   
S019C001P042R002A092	    86    	  0   	  5   
S019C001P048R002A116	    88    	  0   	  9   
S019C002P042R001A116	    88    	  0   	  5   
S019C002P046R001A110	    55    	  0   	  15  
S019C002P046R002A114	    80    	  0   	  43  
S019C002P046R002A116	    88    	  0   	  76  
S019C002P047R001A116	   100    	  0   	  10  
S019C002P048R001A116	   100    	  0   	  3   
S019C002P048R002A116	    88    	  0   	  16  
S019C002P049R001A116	   107    	  0   	  16  
S019C002P049R002A092	    99    	  8   	  8   
S019C002P049R002A116	   101    	  17  	  53  
S019C002P050R001A106	   104    	  0   	  14  
S019C002P050R001A111	    54    	  0   	  9   
S019C002P050R002A116	    98    	  2   	  66  
S019C002P051R001A119	    77    	  3   	  3   
S019C002P051R002A116	    66    	  8   	  38  
S019C003P008R002A116	    60    	  0   	  1   
S019C003P042R001A116	    85    	  0   	  19  
S019C003P046R002A107	    51    	  0   	  12  
S019C003P047R001A114	   102    	  0   	  45  
S019C003P047R001A116	    95    	  0   	  15  
S019C003P047R001A119	    83    	  0   	  27  
S019C003P047R002A116	    96    	  0   	  14  
S019C003P048R001A116	    97    	  0   	  67  
S019C003P048R002A116	    90    	  0   	  29  
S019C003P049R001A116	   107    	  0   	  26  
S019C003P049R002A116	   101    	  0   	  24  
S019C003P050R001A119	    82    	  0   	  31  
S019C003P051R001A119	    75    	  0   	  6   
S019C003P051R002A116	    66    	  0   	  12  
S020C002P041R001A114	    94    	  0   	  57  
S020C002P041R001A119	   119    	  0   	  45  
S020C002P043R001A116	    93    	  0   	  6   
S020C002P044R001A114	    90    	  0   	  12  
S020C002P044R002A116	    72    	  0   	  15  
S020C002P044R002A119	    88    	  0   	  14  
S020C002P052R002A116	    61    	  0   	  12  
S020C002P054R002A116	    99    	  0   	  19  
S020C003P008R002A119	   117    	  0   	  53  
S020C003P041R002A114	   120    	  0   	  7   
S020C003P043R001A116	   125    	  3   	  24  
S020C003P043R002A114	   115    	  0   	  9   
S020C003P043R002A116	   126    	  0   	  5   
S020C003P052R001A114	   112    	  0   	  31  
S020C003P052R001A116	    79    	  0   	  7   
S020C003P053R001A116	    91    	  0   	  25  
S020C003P053R001A119	   105    	  0   	  28  
S020C003P054R001A116	   106    	  0   	  42  
S021C001P059R001A116	    74    	  0   	  4   
S021C002P058R002A114	    78    	  0   	  5   
S021C002P059R002A116	    80    	  0   	  9   
S021C002P060R002A116	    80    	  0   	  3   
S021C003P055R002A119	    59    	  0   	  15  
S021C003P056R001A116	   110    	  0   	  37  
S021C003P057R002A119	   112    	  0   	  32  
S021C003P058R002A108	    60    	  0   	  29  
S021C003P060R002A116	   113    	  0   	  7   
S022C001P062R001A116	    63    	  0   	  4   
S022C001P063R002A118	    64    	  0   	  4   
S022C001P064R002A116	    58    	  0   	  4   
S022C002P061R001A065	    33    	  0   	  5   
S022C002P061R001A084	    67    	  0   	  18  
S022C002P061R001A092	    75    	  0   	  20  
S022C002P062R001A116	    66    	  0   	  26  
S022C002P063R002A108	    85    	  0   	  10  
S022C002P067R001A084	    40    	  0   	  5   
S022C002P067R001A119	    75    	  0   	  7   
S022C002P067R002A074	    45    	  0   	  5   
S022C002P067R002A092	    66    	  0   	  6   
S022C003P061R001A116	    78    	  0   	  20  
S022C003P062R002A114	    99    	  0   	  54  
S022C003P063R001A116	    68    	  0   	  7   
S022C003P063R002A116	    95    	  0   	  24  
S022C003P064R001A116	    78    	  0   	  22  
S022C003P064R002A116	    81    	  0   	  15  
S022C003P064R002A120	    78    	  0   	  22  
S022C003P065R001A116	   124    	  0   	  47  
S022C003P065R002A116	    98    	  0   	  29  
S022C003P066R001A116	    81    	  0   	  12  
S022C003P066R001A119	    93    	  0   	  3   
S022C003P067R001A116	    84    	  0   	  3   
S022C003P067R001A119	   101    	  0   	  36  
S022C003P067R002A116	    97    	  0   	  14  
S023C001P055R002A116	    47    	  0   	  5   
S023C001P063R001A108	    55    	  0   	  25  
S023C001P063R001A117	    44    	  0   	  4   
S023C001P064R001A116	    70    	  0   	  7   
S023C001P064R002A114	    93    	  0   	  64  
S023C001P064R002A116	    73    	  9   	  29  
S023C001P065R002A116	    62    	  0   	  19  
S023C001P066R001A116	    68    	  0   	  2   
S023C001P067R001A108	    34    	  0   	  1   
S023C001P067R002A116	    49    	  0   	  6   
S023C002P055R002A120	    46    	  0   	  20  
S023C002P058R001A114	    70    	  0   	  31  
S023C002P063R001A116	    82    	  0   	  11  
S023C002P064R002A116	    73    	  0   	  1   
S023C002P068R002A116	    56    	  0   	  12  
S023C003P055R002A116	    65    	  0   	  11  
S023C003P056R001A116	    97    	  0   	  25  
S023C003P056R001A119	   125    	  0   	  59  
S023C003P058R001A119	    94    	  0   	  4   
S023C003P059R001A116	    75    	  0   	  35  
S023C003P063R001A116	   111    	  0   	  30  
S023C003P064R001A116	    95    	  0   	  7   
S023C003P064R001A119	   103    	  0   	  78  
S023C003P064R002A116	   101    	  0   	  24  
S023C003P065R001A116	    82    	  0   	  10  
S023C003P066R001A116	    93    	  0   	  19  
S023C003P066R002A116	    83    	  0   	  8   
S023C003P067R002A116	    67    	  0   	  12  
S023C003P068R002A119	    66    	  0   	  18  
S024C001P062R001A111	    25    	  0   	  1   
S024C002P061R001A116	    46    	  0   	  6   
S024C002P061R001A117	    32    	  0   	  2   
S024C002P062R001A116	    53    	  0   	  5   
S024C002P063R001A119	    53    	  0   	  21  
S024C002P063R002A117	    43    	  0   	  14  
S024C003P060R002A119	    70    	  0   	  32  
S024C003P061R002A108	    61    	  0   	  26  
S024C003P061R002A119	    72    	  0   	  34  
S025C001P066R002A119	    64    	  0   	  12  
S025C001P068R002A120	    33    	  0   	  13  
S025C003P059R002A112	    41    	  0   	  24  
S025C003P066R002A116	    63    	  0   	  2   
S025C003P068R002A108	    44    	  0   	  11  
S026C001P008R001A116	    78    	  0   	  15  
S026C001P076R001A116	    83    	  0   	  12  
S026C002P008R001A114	    81    	  0   	  40  
S026C002P008R002A116	    79    	  0   	  6   
S026C002P044R002A116	    57    	  4   	  32  
S026C002P044R002A119	    57    	  0   	  8   
S026C002P050R002A116	    90    	  0   	  32  
S026C002P050R002A119	    90    	  0   	  44  
S026C002P051R001A119	    59    	  10  	  10  
S026C002P070R002A116	    53    	  0   	  16  
S026C002P070R002A119	    66    	  0   	  16  
S026C002P071R001A116	    54    	  0   	  7   
S026C002P071R001A119	    68    	  0   	  2   
S026C002P075R002A114	    89    	  0   	  4   
S026C002P076R001A106	    53    	  0   	  8   
S026C002P076R002A116	    48    	  0   	  34  
S026C002P076R002A119	    70    	  0   	  7   
S026C003P008R001A116	   105    	  0   	  15  
S026C003P041R001A116	   151    	  0   	  5   
S026C003P050R001A116	   111    	  0   	  36  
S026C003P050R001A117	    54    	  0   	  30  
S026C003P051R001A116	    81    	  0   	  35  
S026C003P069R001A116	    82    	  6   	  55  
S026C003P070R001A119	    86    	  0   	  32  
S026C003P072R001A116	   100    	  0   	  16  
S026C003P076R001A116	   115    	  0   	  34  
S026C003P077R001A087	   129    	  0   	  92  
S026C003P077R001A116	   125    	  0   	  38  
S027C001P008R002A120	    54    	  0   	  1   
S027C001P011R001A116	   119    	  0   	  32  
S027C001P041R001A116	    70    	  0   	  10  
S027C001P044R001A119	    64    	  0   	  17  
S027C001P079R001A116	   100    	  0   	  8   
S027C001P079R002A116	    88    	  0   	  2   
S027C001P080R001A116	   109    	  0   	  22  
S027C002P011R001A116	   126    	  0   	  21  
S027C002P011R002A116	    82    	  10  	  10  
S027C002P044R002A119	    54    	  0   	  6   
S027C002P044R002A120	    52    	  0   	  1   
S027C002P078R002A116	    49    	  0   	  23  
S027C002P081R001A114	    98    	  0   	  29  
S027C002P081R002A116	    53    	  0   	  15  
S027C002P084R002A116	   108    	  0   	  24  
S027C002P086R002A119	    52    	  3   	  3   
S027C003P006R001A119	    67    	  0   	  7   
S027C003P008R001A116	    83    	  0   	  53  
S027C003P008R002A114	    88    	  0   	  8   
S027C003P011R001A116	   169    	  26  	  45  
S027C003P011R002A115	    29    	  0   	  3   
S027C003P011R002A116	   114    	  0   	  44  
S027C003P041R001A116	    97    	  0   	  7   
S027C003P044R001A120	    66    	  0   	  35  
S027C003P044R002A114	    88    	  0   	  74  
S027C003P044R002A120	    68    	  0   	  56  
S027C003P079R001A116	   139    	  0   	  34  
S027C003P080R001A116	   151    	  0   	  88  
S027C003P081R001A119	    97    	  0   	  20  
S027C003P082R001A114	   115    	  0   	  24  
S027C003P082R001A116	    78    	  15  	  15  
S027C003P082R001A119	    75    	  0   	  27  
S027C003P084R001A119	    98    	  0   	  19  
S028C002P008R002A116	    64    	  0   	  49  
S028C002P046R002A119	    55    	  0   	  13  
S028C002P070R002A116	    57    	  0   	  13  
S028C002P073R001A119	    77    	  0   	  5   
S028C002P073R002A116	    54    	  0   	  4   
S028C002P087R002A116	    43    	  0   	  19  
S028C003P041R001A116	   119    	  0   	  82  
S028C003P042R001A116	    70    	  0   	  50  
S028C003P043R001A116	    90    	  0   	  39  
S028C003P046R001A116	    69    	  0   	  11  
S028C003P046R001A119	    66    	  0   	  4   
S028C003P048R001A116	    61    	  0   	  10  
S028C003P048R001A119	    89    	  0   	  32  
S028C003P070R001A116	    78    	  8   	  17  
S028C003P073R001A116	    89    	  0   	  18  
S028C003P073R002A114	   120    	  0   	  7   
S028C003P073R002A119	    87    	  0   	  22  
S028C003P087R001A116	   115    	  0   	  42  
S029C001P006R002A114	    69    	  0   	  12  
S029C001P008R001A114	    72    	  0   	  1   
S029C001P008R002A116	    45    	  0   	  1   
S029C001P008R002A117	    33    	  0   	  21  
S029C001P043R002A116	    83    	  0   	  3   
S029C001P044R002A119	    59    	  0   	  2   
S029C001P048R001A113	    35    	  0   	  9   
S029C001P051R001A114	    60    	  0   	  3   
S029C001P051R001A119	    64    	  0   	  25  
S029C001P075R002A106	    38    	  0   	  7   
S029C001P075R002A116	   114    	  25  	  63  
S029C001P080R001A114	    56    	  0   	  12  
S029C001P089R002A117	    46    	  0   	  5   
S029C002P008R002A120	    35    	  0   	  4   
S029C002P043R001A116	    52    	  11  	  23  
S029C002P044R002A073	    47    	  0   	  24  
S029C002P044R002A119	    59    	  0   	  2   
S029C002P051R002A114	    62    	  0   	  10  
S029C002P051R002A119	    50    	  0   	  15  
S029C002P080R002A063	    53    	  0   	  28  
S029C002P088R002A114	    88    	  0   	  3   
S029C002P090R001A093	    35    	  0   	  12  
S029C003P006R001A109	    61    	  0   	  35  
S029C003P008R001A110	    59    	  0   	  16  
S029C003P008R002A113	    36    	  0   	  6   
S029C003P008R002A119	    71    	  0   	  1   
S029C003P041R001A071	    32    	  0   	  9   
S029C003P041R002A111	    62    	  0   	  19  
S029C003P043R001A087	    80    	  0   	  2   
S029C003P043R001A114	    73    	  0   	  51  
S029C003P043R002A087	    77    	  0   	  53  
S029C003P043R002A108	    65    	  0   	  35  
S029C003P043R002A119	   113    	  0   	  4   
S029C003P044R002A107	    40    	  0   	  8   
S029C003P048R002A120	    61    	  0   	  3   
S029C003P049R002A115	    67    	  0   	  27  
S029C003P049R002A120	    49    	  0   	  3   
S029C003P074R002A114	   129    	  0   	  21  
S029C003P075R001A082	   149    	  0   	  26  
